T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE,posição
287730641,1512,1680,0,0,19.543087121
287732641,1646,1773,0,0,19.543087121
287734641,1497,1696,0,0,19.543087121
287736641,1577,1752,0,0,19.543087121
287738641,1618,1657,0,0,19.514655483
287740641,1555,1673,0,0,19.42936057
287742641,1593,1704,0,0,19.343326434
287744641,1572,1748,0,0,19.25507463
287746641,1589,1730,0,0,19.168008944
287748641,1609,1725,0,0,19.086873843
287750641,1550,1684,0,0,19.003164216
287752641,1524,1700,0,0,18.891134804
287754641,1572,1731,0,0,18.779105392
287756641,1467,1658,0,0,18.651147032
287758641,1649,1614,0,0,18.523188672
287760641,1597,1809,0,0,18.366860758
287762641,1551,1689,0,0,18.207953792
287764641,1507,1710,0,0,18.05027435
287766641,1579,1679,0,0,17.892840412
287768641,1589,1777,0,0,17.7301451
287770641,1539,1666,0,0,17.565695997
287772641,1576,1704,0,0,17.37137037
287774641,1526,1743,0,0,17.162106481
287776641,1529,1729,0,0,16.947384058
287778641,1565,1803,0,0,16.728762681
287780641,1681,1720,0,0,16.502212086
287782641,1624,1725,0,0,16.267732272
287784641,1542,1709,0,0,16.130952381
287786641,1604,1789,0,0,16.130952381
287788641,1588,1780,0,0,16.130952381
287790641,1623,1651,0,0,16.130952381
287792641,1585,1608,0,0,16.130952381
287794641,1628,1734,0,0,16.130952381
287796641,1450,1613,0,0,16.157741815
287798641,1648,1605,0,0,16.318478423
287800641,1575,1804,0,0,16.478418478
287802641,1717,1593,0,0,16.629596467
287804641,1432,1674,0,0,16.780774457
287806641,1611,1626,0,0,16.960852717
287808641,1467,1740,0,0,17.140930978
287810641,1478,1843,0,0,17.351030357
287812641,1620,1701,0,0,17.563858929
287814641,1655,1657,0,0,17.626469129
287816641,1589,1725,0,0,17.659035656
287818641,1598,1696,0,0,17.667177288
287820641,1654,1664,0,0,17.667177288
287822641,1591,1728,0,0,17.667177288
287824641,1556,1694,0,0,17.667177288
287826641,1577,1797,0,0,17.667177288
287828641,1565,1735,0,0,17.667177288
287830641,1511,1745,0,0,17.654435759
287832641,1573,1776,0,0,17.6289527
287834641,1569,1728,0,0,17.576430716
287836641,1717,1641,0,0,17.486054233
287838641,1662,1749,0,0,17.379365556
287840641,1589,1758,0,0,17.240052491
287842641,1524,1804,0,0,17.093791756
287844641,1515,1679,0,0,16.926688014
287846641,1525,1672,0,0,16.764481771
287848641,1579,1629,0,0,16.626763021
287850641,1623,1769,0,0,16.488077546
287852641,1601,1817,0,0,16.338758102
287854641,1617,1793,255,0,16.189438657
287856641,1529,1627,255,0,16.189438657
287858641,1542,1664,255,0,16.189438657
287860641,1591,1538,255,0,16.189438657
287862641,1477,1532,255,0,16.189438657
287864641,1474,1400,255,0,16.189438657
287866641,1484,1278,255,0,16.189438657
287868641,1512,1312,255,0,16.209979002
287870641,1504,1412,255,0,16.237366129
287872641,1485,1468,255,0,16.246495171
287874641,1445,1238,255,0,16.246495171
287876641,1557,1319,255,0,16.246495171
287878641,1432,1320,255,0,16.246495171
287880641,1454,1155,255,0,16.246495171
287882641,1449,1205,255,0,16.246495171
287884641,1448,1303,255,0,16.229511124
287886641,1483,1125,255,0,16.188749412
287888641,1356,1223,255,0,16.161574938
287890641,1384,1090,255,0,16.161574938
287892641,1368,1100,255,0,16.161486121
287894641,1508,1078,255,0,16.161130855
287896641,1446,1029,255,0,16.1608348
287898641,1427,980,255,0,16.1608348
287900641,1355,1095,255,0,16.160864406
287902641,1438,1060,255,0,16.161219672
287904641,1453,929,255,0,16.161574938
287906641,1371,1097,255,0,16.161574938
287908641,1369,993,255,0,16.161574938
287910641,1488,1107,255,0,16.154442882
287912641,1459,1129,255,0,16.146662458
287914641,1396,1069,255,0,16.146774458
287916641,1397,1014,255,0,16.148464944
287918641,1422,957,255,0,16.148887565
287920641,1462,1102,255,0,16.148887565
287922641,1359,1069,255,0,16.150774794
287924641,1431,956,255,0,16.153605638
287926641,1406,1000,255,0,16.153133831
287928641,1333,1102,255,0,16.150302987
287930641,1371,939,255,0,16.148042322
287932641,1302,1074,255,0,16.146351837
287934641,1333,1026,255,0,16.144541786
287936641,1444,949,255,0,16.142564344
287938641,1412,950,255,0,16.140956349
287940641,1340,936,255,0,16.140087252
287942641,1433,1011,255,0,16.13937704
287944641,1428,1041,255,0,16.139143479
287946641,1448,842,255,0,16.138948845
287948641,1423,949,255,0,16.138948845
287950641,1371,1034,255,0,16.138894529
287952641,1398,862,255,0,16.138242744
287954641,1403,935,255,0,16.137590959
287956641,1400,975,255,0,16.135800771
287958641,1307,898,255,0,16.134010583
287960641,1288,977,255,0,16.133842593
287962641,1283,870,255,0,16.133822075
287964641,1408,991,255,0,16.133818655
287966641,1211,985,255,0,16.133818655
287968641,1336,1025,255,0,16.133818655
287970641,1217,896,255,0,16.133818655
287972641,1234,1110,255,0,16.133818655
287974641,1173,973,255,0,16.133818655
287976641,1107,1067,255,0,16.133818655
287978641,1142,999,255,0,16.133818655
287980641,1123,1434,255,0,16.13349858
287982641,1111,1286,255,0,16.132858428
287984641,1125,1275,255,0,16.132485006
287986641,1049,1300,255,0,16.132485006
287988641,1128,1276,255,0,16.13288667
287990641,1104,1368,255,0,16.134091661
287992641,1071,1284,255,0,16.134995404
287994641,1176,1277,255,0,16.134995404
287996641,1141,1316,255,0,16.135022849
287998641,1091,1364,255,0,16.135187519
288000641,1007,1256,255,0,16.135338467
288002641,993,1369,255,0,16.135338467
288004641,1143,1296,0,0,16.135338467
288006641,1102,1436,0,0,16.135338467
288008641,1163,1364,0,0,16.135338467
288010641,1150,1410,0,0,16.135338467
288012641,1222,1527,0,0,16.135338467
288014641,1236,1436,0,0,16.135338467
288016641,1200,1446,0,0,16.135338467
288018641,1256,1538,0,0,16.133255074
288020641,1257,1549,0,0,16.130477216
288022641,1300,1480,0,0,16.129551264
288024641,1371,1540,0,0,16.129551264
288026641,1327,1538,0,0,16.129551264
288028641,1342,1547,0,0,16.129551264
288030641,1492,1630,0,0,16.129551264
288032641,1401,1698,0,0,16.129551264
288034641,1347,1624,0,0,16.130876814
288036641,1396,1697,0,0,16.134058135
288038641,1509,1643,0,0,16.136179015
288040641,1371,1566,0,0,16.136179015
288042641,1472,1704,0,0,16.136180395
288044641,1434,1649,0,0,16.136185915
288046641,1489,1560,0,0,16.136197854
288048641,1462,1624,0,0,16.136241892
288050641,1567,1641,0,0,16.13628226
288052641,1344,1707,0,0,16.13628226
288054641,1612,1751,0,0,16.13628226
288056641,1586,1691,0,0,16.13628226
288058641,1514,1744,0,0,16.13628226
288060641,1504,1621,0,0,16.13628226
288062641,1390,1664,0,0,16.13628226
288064641,1555,1701,0,0,16.13628226
288066641,1564,1621,0,0,16.13628226
288068641,1540,1798,0,0,16.13628226
288070641,1498,1543,0,0,16.13628226
288072641,1536,1607,0,0,16.136748674
288074641,1573,1637,0,0,16.137448296
288076641,1436,1712,0,0,16.137739804
288078641,1497,1807,0,0,16.137739804
288080641,1587,1684,0,0,16.137739804
288082641,1603,1701,0,0,16.137739804
288084641,1487,1850,0,0,16.137739804
288086641,1575,1807,0,0,16.137739804
288088641,1501,1841,0,0,16.1377265
288090641,1649,1747,0,0,16.137686588
288092641,1548,1680,0,0,16.137656654
288094641,1556,1812,0,0,16.137656654
288096641,1516,1748,0,0,16.137558739
288098641,1461,1699,0,0,16.136971251
288100641,1533,1693,0,0,16.136431023
288102641,1613,1714,0,0,16.13641066
288104641,1563,1657,0,0,16.136390297
288106641,1514,1737,0,0,16.135762089
288108641,1550,1560,0,0,16.135133882
288110641,1568,1842,0,0,16.135081531
288112641,1572,1629,0,0,16.135081531
288114641,1549,1659,0,0,16.135605037
288116641,1576,1694,0,0,16.136233245
288118641,1492,1625,0,0,16.135919141
288120641,1512,1666,0,0,16.135290934
288122641,1565,1830,0,0,16.135081531
288124641,1423,1744,0,0,16.135081531
288126641,1655,1729,0,0,16.134081619
288128641,1589,1720,0,0,16.132367484
288130641,1657,1764,0,0,16.131510417
288132641,1585,1600,0,0,16.131510417
288134641,1625,1795,0,0,16.131510417
288136641,1690,1747,0,0,16.131510417
288138641,1628,1777,0,0,16.130325521
288140641,1617,1641,0,0,16.126770833
288142641,1569,1745,0,0,16.12377474
288144641,1562,1706,0,0,16.122454427
288146641,1535,1673,0,0,16.121354167
288148641,1589,1707,0,0,16.121354167
288150641,1555,1624,0,0,16.121354167
288152641,1546,1657,0,0,16.121354167
288154641,1593,1685,0,0,16.121354167
288156641,1598,1776,0,0,16.121354167
288158641,1546,1776,0,0,16.121354167
288160641,1528,1666,0,0,16.121354167
288162641,1558,1750,0,0,16.121354167
288164641,1575,1744,0,0,16.121354167
288166641,1630,1721,0,0,16.121354167
288168641,1591,1625,0,0,16.121354167
288170641,1504,1654,0,0,16.121354167
288172641,1601,1693,0,0,16.121354167
288174641,1534,1622,0,0,16.121354167
288176641,1532,1728,0,0,16.121171436
288178641,1636,1675,0,0,16.120858183
288180641,1542,1773,0,0,16.120701556
288182641,1435,1765,0,0,16.120701556
288184641,1536,1661,0,0,16.120701556
288186641,1503,1757,0,0,16.120701556
288188641,1645,1615,0,0,16.120701556
288190641,1693,1779,0,0,16.120701556
288192641,1530,1745,0,0,16.120701556
288194641,1577,1668,0,0,16.120701556
288196641,1566,1781,0,0,16.120701556
288198641,1533,1758,0,0,16.120701556
288200641,1599,1641,0,0,16.120701556
288202641,1575,1595,0,0,16.120701556
288204641,1666,1769,0,0,16.120701556
288206641,1625,1717,0,0,16.120701556
288208641,1595,1666,0,0,16.120701556
288210641,1581,1609,0,0,16.120701556
288212641,1574,1616,0,0,16.120701556
288214641,1553,1814,0,0,16.120701556
288216641,1564,1641,0,0,16.120701556
288218641,1512,1658,0,0,16.120701556
288220641,1529,1587,0,0,16.120701556
288222641,1614,1657,0,0,16.120701556
288224641,1634,1677,0,0,16.120701556
288226641,1628,1707,0,0,16.120647308
288228641,1564,1771,0,0,16.120554311
288230641,1626,1858,0,0,16.120507812
288232641,1598,1661,0,0,16.120507812
288234641,1513,1581,0,0,16.120507812
288236641,1640,1901,0,0,16.120507812
288238641,1540,1656,0,0,16.120507812
288240641,1630,1722,0,0,16.120507812
288242641,1601,1830,0,0,16.120507812
288244641,1601,1688,0,0,16.120507812
288246641,1491,1623,0,0,16.120702144
288248641,1536,1731,0,0,16.121868134
288250641,1607,1829,0,0,16.122978971
288252641,1544,1751,0,0,16.12348312
288254641,1538,1710,0,0,16.123987269
288256641,1662,1746,0,0,16.133190912
288258641,1562,1641,0,0,16.142394556
288260641,1508,1537,0,0,16.146628788
288262641,1591,1729,0,0,16.150411255
288264641,1470,1603,0,0,16.151993534
288266641,1625,1844,0,0,16.153135776
288268641,1652,1635,0,0,16.161224358
288270641,1616,1569,0,0,16.171628388
288272641,1436,1755,0,0,16.178121106
288274641,1590,1677,0,0,16.182658168
288276641,1547,1761,0,0,16.188452228
288278641,1581,1449,0,0,16.195144143
288280641,1542,1712,0,0,16.2000852
288282641,1540,1608,0,0,16.203275399
288284641,1512,1674,0,0,16.205491654
288286641,1551,1691,0,0,16.206344389
288288641,1574,1677,0,0,16.210025372
288290641,1446,1865,0,0,16.21936285
288292641,1539,1594,0,0,16.227929317
288294641,1461,1753,0,0,16.234182747
288296641,1610,1725,0,0,16.241617424
288298641,1633,1723,0,0,16.254958333
288300641,1556,1841,0,0,16.268297773
288302641,1635,1628,0,0,16.281621049
288304641,1595,1897,0,0,16.294944325
288306641,1661,1641,0,0,16.313105786
288308641,1524,1658,0,0,16.331267248
288310641,1650,1671,0,0,16.361687738
288312641,1589,1593,0,0,16.393222686
288314641,1491,1666,0,0,16.42118346
288316641,1524,1769,0,0,16.4484294
288318641,1559,1598,0,0,16.722455729
288320641,1589,1778,0,0,17.078742187
288322641,1575,1696,0,0,17.19750434
288324641,1575,1811,0,0,17.19750434
288326641,1576,1691,0,0,17.19750434
288328641,1601,1758,0,0,17.19750434
288330641,1642,1633,0,0,17.19750434
288332641,1524,1693,0,0,17.19750434
288334641,1580,1666,0,0,17.19750434
288336641,1615,1732,0,0,17.19750434
288338641,1538,1760,0,0,17.237894387
288340641,1603,1717,0,0,17.359064525
288342641,1603,1720,0,0,17.493726852
288344641,1589,1755,0,0,17.668865741
288346641,1611,1757,0,0,17.85050463
288348641,1558,1589,0,0,18.064643519
288350641,1489,1637,0,0,18.287195602
288352641,1524,1704,0,0,18.602292824
288354641,1633,1666,0,0,18.917390046
288356641,1641,1688,0,0,19.354126157
288358641,1556,1709,0,0,19.790862269
288360641,1500,1717,0,0,20.301440972
288362641,1541,1685,0,0,20.818732639
288364641,1474,1735,0,0,21.646354167
288366641,1487,1745,0,0,22.536041667
288368641,1680,1747,0,0,23.996916667
288370641,1569,1635,0,0,25.6481875
288372641,1641,1564,0,0,26.198611111
288374641,1534,1633,0,0,26.198611111
288376641,1593,1500,0,0,26.198611111
288378641,1608,1788,0,0,26.198611111
288380641,1604,1692,0,0,26.215131944
288382641,1601,1613,0,0,26.248173611
288384641,1578,1639,0,0,26.267447917
288386641,1448,1736,0,0,26.267447917
288388641,1564,1636,0,0,26.257648674
288390641,1589,1744,0,0,26.228250947
288392641,1550,1769,0,0,26.19651348
288394641,1585,1743,0,0,26.157756796
288396641,1556,1805,0,0,26.125459559
288398641,1560,1661,0,0,26.125459559
288400641,1512,1757,0,0,26.127794946
288402641,1656,1789,0,0,26.155819596
288404641,1593,1765,0,0,26.183844246
288406641,1613,1569,0,0,26.194576281
288408641,1537,1677,0,0,26.205308315
288410641,1625,1712,0,0,26.196364953
288412641,1631,1868,0,0,26.185632918
288414641,1593,1777,0,0,26.179608018
288416641,1483,1820,0,0,26.174524545
288418641,1605,1631,0,0,26.173253676
288420641,1666,1641,0,0,26.173253676
288422641,1564,1542,0,0,26.173253676
288424641,1573,1656,0,0,26.173253676
288426641,1692,1781,0,0,26.157603758
288428641,1544,1754,0,0,26.130775327
288430641,1556,1784,0,0,26.117361111
288432641,1512,1667,0,0,26.117361111
288434641,1617,1779,0,0,26.117361111
288436641,1581,1679,0,0,26.117361111
288438641,1573,1587,0,0,26.117361111
288440641,1604,1622,0,0,26.117361111
288442641,1645,1595,0,0,26.118102339
288444641,1560,1697,0,0,26.121067251
288446641,1633,1767,0,0,26.125571637
288448641,1543,1637,0,0,26.137773392
288450641,1496,1645,0,0,26.148958333
288452641,1609,1764,0,0,26.148958333
288454641,1487,1814,0,0,26.148958333
288456641,1552,1701,0,0,26.148958333
288458641,1528,1657,0,0,26.148958333
288460641,1694,1803,0,0,26.148958333
288462641,1521,1829,0,0,26.148958333
288464641,1589,1688,0,0,26.142574405
288466641,1552,1542,0,0,26.13491369
288468641,1605,1752,0,0,26.132998512
288470641,1531,1679,0,0,26.132998512
288472641,1573,1653,0,0,26.132998512
288474641,1631,1643,0,0,26.132998512
288476641,1512,1746,0,0,26.132998512
288478641,1614,1537,0,0,26.132998512
288480641,1602,1692,0,0,26.132615906
288482641,1590,1792,0,0,26.131850694
288484641,1508,1701,0,0,26.131404321
288486641,1610,1700,0,0,26.131404321
288488641,1472,1653,0,0,26.131852844
288490641,1652,1678,0,0,26.133198413
288492641,1514,1680,0,0,26.134291126
288494641,1539,1611,0,0,26.134625271
288496641,1512,1821,0,0,26.134903725
288498641,1593,1619,0,0,26.134903725
288500641,1534,1760,0,0,26.134875879
288502641,1476,1922,0,0,26.134541734
288504641,1604,1805,0,0,26.134207589
288506641,1576,1802,0,0,26.132325825
288508641,1501,1637,0,0,26.130444061
288510641,1633,1742,0,0,26.128163064
288512641,1617,1730,0,0,26.125845774
288514641,1564,1743,0,0,25.216734069
288516641,1589,1693,0,0,24.12626348
288518641,1693,1652,0,0,23.548610119
288520641,1496,1728,0,0,23.141895833
288522641,1563,1626,0,0,22.71124504
288524641,1371,1717,0,0,22.268625992
288526641,1461,1716,0,0,21.678515625
288528641,1564,1725,0,0,20.983054315
288530641,1573,1637,0,0,20.362033482
288532641,1512,1688,0,0,19.815453125
288534641,1564,1728,0,0,19.18921875
288536641,1578,1638,0,0,18.45146875
288538641,1576,1713,0,0,17.959635417
288540641,1605,1833,0,0,17.959635417
288542641,1624,1629,0,0,17.959635417
288544641,1628,1683,0,0,17.959635417
288546641,1508,1640,0,0,17.959635417
288548641,1528,1750,0,0,17.959635417
288550641,1406,1681,0,0,17.959748264
288552641,1552,1637,0,0,17.961102431
288554641,1589,1666,0,0,17.962456597
288556641,1528,1566,0,0,17.962456597
288558641,1623,1649,0,0,17.962456597
288560641,1703,1794,0,0,17.962975694
288562641,1575,1805,0,0,17.963541982
288564641,1603,1745,0,0,17.978737374
288566641,1593,1715,0,0,17.996858586
288568641,1531,1548,0,0,18.001388889
288570641,1589,1702,0,0,18.001388889
288572641,1613,1692,0,0,18.180527778
288574641,1584,1760,0,0,18.449236111
288576641,1569,1625,0,0,18.684941789
288578641,1628,1677,0,0,18.897074142
288580641,1491,1757,0,0,19.003140319
288582641,1648,1734,0,0,19.003140319
288584641,1573,1717,0,0,19.003140319
288586641,1548,1741,0,0,19.003140319
288588641,1666,1641,0,0,19.003140319
288590641,1563,1793,0,0,19.003140319
288592641,1476,1671,0,0,18.998502117
288594641,1613,1608,0,0,18.979949309
288596641,1594,1666,0,0,18.9326921
288598641,1674,1664,0,0,18.741912879
288600641,1524,1540,0,0,18.541212629
288602641,1563,1715,0,0,18.231381054
288604641,1524,1750,0,0,17.921549479
288606641,1494,1788,0,0,17.659789063
288608641,1636,1747,0,0,17.398028646
288610641,1510,1752,0,0,17.25750488
288612641,1562,1794,0,0,17.128002628
288614641,1608,1841,0,0,17.093591138
288616641,1576,1717,0,0,17.0781978
288618641,1629,1738,0,0,17.072592849
288620641,1577,1730,0,0,17.070250694
288622641,1528,1680,0,0,17.022950368
288624641,1551,1813,0,0,16.953170956
288626641,1496,1769,0,0,16.849653431
288628641,1628,1661,0,0,16.722037255
288630641,1594,1709,0,0,16.556772024
288632641,1503,1760,0,0,16.353857738
288634641,1589,1795,0,0,16.201917723
288636641,1604,1730,0,0,16.121341686
288638641,1608,1713,0,0,16.062918777
288640641,1546,1704,0,0,16.048802122
288642641,1562,1627,0,0,16.035492054
288644641,1597,1754,0,0,16.024601745
288646641,1504,1835,0,0,16.015526487
288648641,1601,1566,0,0,16.015526487
288650641,1520,1706,0,0,16.016434013
288652641,1621,1649,0,0,16.027324322
288654641,1591,1760,0,0,16.038214632
288656641,1619,1628,0,0,16.038214632
288658641,1584,1615,0,0,16.038214632
288660641,1525,1693,0,0,16.038214632
288662641,1505,1807,0,0,16.038214632
288664641,1645,1645,0,0,16.029139374
288666641,1593,1793,0,0,16.018249064
288668641,1609,1713,0,0,15.840000962
288670641,1607,1719,0,0,15.605966928
288672641,1581,1746,0,0,15.526170511
288674641,1697,1684,0,0,15.523492902
288676641,1526,1704,0,0,15.522377232
288678641,1585,1629,0,0,15.522377232
288680641,1534,1830,0,0,15.522377232
288682641,1542,1704,0,0,15.522377232
288684641,1601,1736,0,0,15.522377232
288686641,1504,1769,0,0,15.522377232
288688641,1610,1675,0,0,15.543066223
288690641,1576,1717,0,0,15.605133195
288692641,1625,1666,0,0,15.651683424
288694641,1559,1753,0,0,15.651683424
288696641,1590,1725,0,0,15.651683424
288698641,1606,1718,0,0,15.651683424
288700641,1466,1745,0,0,15.651683424
288702641,1487,1745,0,0,15.651683424
288704641,1582,1709,0,0,15.651683424
288706641,1512,1691,0,0,15.633175066
288708641,1568,1659,0,0,15.614666708
288710641,1613,1689,0,0,15.594369547
288712641,1487,1757,0,0,15.573909768
288714641,1577,1669,0,0,15.570112383
288716641,1541,1602,0,0,15.569647477
288718641,1638,1679,0,0,15.5688
288720641,1617,1675,0,0,15.567825
288722641,1658,1721,0,0,15.566775674
288724641,1593,1706,0,0,15.565689186
288726641,1632,1653,0,0,15.565016017
288728641,1462,1662,0,0,15.564638078
288730641,1415,1622,0,0,15.564238452
288732641,1693,1801,0,0,15.56381714
288734641,1620,1693,0,0,15.563571374
288736641,1538,1595,0,0,15.563571374
288738641,1597,1678,0,0,15.5633292
288740641,1564,1767,0,0,15.562602676
288742641,1472,1644,0,0,15.562057783
288744641,1565,1815,0,0,15.562057783
288746641,1568,1662,0,0,15.561911933
288748641,1578,1630,0,0,15.561036835
288750641,1537,1679,0,0,15.560234662
288752641,1606,1805,0,0,15.560234662
288754641,1473,1746,0,0,15.560234662
288756641,1561,1706,0,0,15.560249403
288758641,1597,1809,0,0,15.560264145
288760641,1577,1705,0,0,15.559935099
288762641,1556,1512,0,0,15.559574799
288764641,1595,1731,0,0,15.558960337
288766641,1615,1693,0,0,15.558295044
288768641,1575,1794,0,0,15.55812872
288770641,1565,1794,0,0,15.55812872
288772641,1542,1717,0,0,15.558124211
288774641,1565,1676,0,0,15.558117447
288776641,1539,1813,0,0,15.554549595
288778641,1569,1743,0,0,15.54843811
288780641,1615,1729,0,0,15.545372113
288782641,1659,1845,0,0,15.545351602
288784641,1615,1760,0,0,15.545339638
288786641,1409,1626,0,0,15.545339638
288788641,1585,1815,0,0,15.545339638
288790641,1542,1749,0,0,15.545339638
288792641,1576,1837,0,0,15.545339638
288794641,1617,1696,0,0,15.545339638
288796641,1553,1737,0,0,15.545339638
288798641,1527,1696,0,0,15.545339638
288800641,1531,1653,0,0,15.545275023
288802641,1611,1807,0,0,15.544499652
288804641,1581,1642,255,0,15.54372428
288806641,1613,1508,255,0,15.54372428
288808641,1589,1565,255,0,15.54372428
288810641,1515,1581,255,0,15.54372428
288812641,1512,1451,255,0,15.54372428
288814641,1620,1456,255,0,15.54372428
288816641,1577,1296,255,0,15.54372428
288818641,1514,1387,255,0,15.547730866
288820641,1539,1262,255,0,15.553072982
288822641,1495,1409,255,0,15.554853687
288824641,1430,1332,255,0,15.554853687
288826641,1495,1252,255,0,15.554867106
288828641,1420,1268,255,0,15.554890111
288830641,1400,1293,255,0,15.55494984
288832641,1443,1204,255,0,15.555046293
288834641,1403,1112,255,0,15.555102557
288836641,1389,1203,255,0,15.555102557
288838641,1473,1065,255,0,15.555102557
288840641,1467,1124,255,0,15.555102557
288842641,1420,1188,255,0,15.555102557
288844641,1386,1051,255,0,15.555102557
288846641,1410,1104,255,0,15.555102557
288848641,1500,1166,255,0,15.555102557
288850641,1399,996,255,0,15.555102557
288852641,1458,1119,255,0,15.555102557
288854641,1371,1028,255,0,15.555102557
288856641,1360,923,255,0,15.550497443
288858641,1454,1203,255,0,15.545892329
288860641,1512,1014,255,0,15.54550857
288862641,1371,1077,255,0,15.54550857
288864641,1543,1000,255,0,15.54550857
288866641,1336,1048,255,0,15.54550857
288868641,1406,1093,255,0,15.54550857
288870641,1342,1025,255,0,15.54550857
288872641,1403,1050,255,0,15.54550857
288874641,1371,941,255,0,15.54550857
288876641,1385,961,255,0,15.551722824
288878641,1390,892,255,0,15.56237583
288880641,1278,1026,255,0,15.567729984
288882641,1305,818,255,0,15.567785284
288884641,1348,1001,255,0,15.567878747
288886641,1484,966,255,0,15.56802564
288888641,1417,1066,255,0,15.568123568
288890641,1503,940,255,0,15.568123568
288892641,1452,1051,255,0,15.568123568
288894641,1364,1027,255,0,15.568123568
288896641,1423,910,255,0,15.568123568
288898641,1369,969,255,0,15.568123568
288900641,1371,995,255,0,15.568123568
288902641,1511,993,255,0,15.568123568
288904641,1328,992,255,0,15.568123568
288906641,1392,995,255,0,15.567581038
288908641,1410,1009,255,0,15.567038508
288910641,1363,839,255,0,15.566993297
288912641,1371,893,255,0,15.566993297
288914641,1268,999,255,0,15.566993297
288916641,1333,1026,255,0,15.566993297
288918641,1269,1023,255,0,15.566993297
288920641,1304,1028,255,0,15.566993297
288922641,1262,1023,255,0,15.566993297
288924641,1320,899,255,0,15.566993297
288926641,1179,1027,255,0,15.566993297
288928641,1117,1004,255,0,15.566993297
288930641,1195,1026,255,0,15.566993297
288932641,1139,1227,255,0,15.566993297
288934641,1075,1126,255,0,15.566993297
288936641,1159,1167,255,0,15.566993297
288938641,1255,1239,255,0,15.566958893
288940641,1165,1140,255,0,15.566855682
288942641,1143,1172,255,0,15.566747284
288944641,1163,1307,255,0,15.566623324
288946641,1110,1179,255,0,15.566520024
288948641,1123,1233,255,0,15.566520024
288950641,1111,1218,255,0,15.566489233
288952641,1151,1271,255,0,15.566119743
288954641,1064,1084,0,0,15.565750252
288956641,1241,1404,0,0,15.565749537
288958641,1073,1206,0,0,15.565748822
288960641,1239,1344,0,0,15.56562201
288962641,1264,1449,0,0,15.565483735
288964641,1256,1502,0,0,15.565460689
288966641,1338,1577,0,0,15.565460689
288968641,1336,1408,0,0,15.562347399
288970641,1352,1280,0,0,15.558196345
288972641,1423,1486,0,0,15.55681266
288974641,1335,1482,0,0,15.55681266
288976641,1436,1515,0,0,15.55681266
288978641,1399,1649,0,0,15.55681266
288980641,1329,1491,0,0,15.556488906
288982641,1524,1371,0,0,15.555841396
288984641,1435,1594,0,0,15.553756112
288986641,1504,1637,0,0,15.549657942
288988641,1448,1585,0,0,15.54675906
288990641,1440,1692,0,0,15.546258752
288992641,1460,1580,0,0,15.545883521
288994641,1396,1636,0,0,15.545883521
288996641,1525,1581,0,0,15.545883521
288998641,1542,1633,0,0,15.545883521
289000641,1496,1601,0,0,15.545853473
289002641,1501,1617,0,0,15.545492893
289004641,1430,1518,0,0,15.545132313
289006641,1575,1651,0,0,15.545132313
289008641,1615,1656,0,0,15.545132313
289010641,1499,1741,0,0,15.545073202
289012641,1525,1629,0,0,15.545008718
289014641,1607,1635,0,0,15.544792289
289016641,1565,1797,0,0,15.54454547
289018641,1538,1637,0,0,15.544068737
289020641,1428,1751,0,0,15.543515366
289022641,1444,1763,0,0,15.54333091
289024641,1585,1568,0,0,15.54333091
289026641,1464,1681,0,0,15.54333091
289028641,1645,1675,0,0,15.54333091
289030641,1558,1659,0,0,15.54333091
289032641,1499,1556,0,0,15.54333091
289034641,1508,1707,0,0,15.544929579
289036641,1456,1697,0,0,15.548766384
289038641,1578,1753,0,0,15.551329344
289040641,1588,1715,0,0,15.551344611
289042641,1565,1659,0,0,15.551391251
289044641,1613,1677,0,0,15.551532008
289046641,1544,1686,0,0,15.551654913
289048641,1534,1650,0,0,15.551688556
289050641,1473,1728,0,0,15.551742102
289052641,1613,1721,0,0,15.552014577
289054641,1531,1569,0,0,15.552287052
289056641,1448,1608,0,0,15.557579573
289058641,1492,1820,0,0,15.562872094
289060641,1588,1644,0,0,15.563313138
289062641,1584,1813,0,0,15.563313138
289064641,1594,1766,0,0,15.563558523
289066641,1611,1625,0,0,15.563852985
289068641,1492,1689,0,0,15.563926601
289070641,1548,1794,0,0,15.563926601
289072641,1563,1754,0,0,15.563926601
289074641,1528,1714,0,0,15.563926601
289076641,1594,1627,0,0,15.56404243
289078641,1555,1717,0,0,15.564240995
289080641,1547,1730,0,0,15.564478968
289082641,1620,1669,0,0,15.564756349
289084641,1626,1582,0,0,15.564918155
289086641,1637,1768,0,0,15.564918155
289088641,1510,1669,0,0,15.564918155
289090641,1641,1649,0,0,15.564918155
289092641,1573,1692,0,0,15.564906348
289094641,1670,1729,0,0,15.56485912
289096641,1581,1735,0,0,15.564819764
289098641,1560,1665,0,0,15.564819764
289100641,1560,1728,0,0,15.564819764
289102641,1540,1544,0,0,15.564819764
289104641,1625,1791,0,0,15.564819764
289106641,1508,1749,0,0,15.564819764
289108641,1579,1667,0,0,15.564819764
289110641,1520,1717,0,0,15.564819764
289112641,1604,1664,0,0,15.564819764
289114641,1564,1697,0,0,15.564819764
289116641,1615,1646,0,0,15.564819764
289118641,1689,1653,0,0,15.564803228
289120641,1704,1667,0,0,15.56478118
289122641,1470,1781,0,0,15.564773831
289124641,1585,1645,0,0,15.564773831
289126641,1534,1703,0,0,15.564773831
289128641,1513,1635,0,0,15.564773831
