T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
280850641,1565,1789,0,0
280852641,1601,1646,0,0
280854641,1658,1685,0,0
280856641,1451,1580,0,0
280858641,1625,1689,0,0
280860641,1512,1774,0,0
280862641,1577,1683,0,0
280864641,1476,1842,0,0
280866641,1696,1769,0,0
280868641,1588,1605,0,0
280870641,1615,1720,0,0
280872641,1474,1720,0,0
280874641,1582,1629,0,0
280876641,1487,1615,0,0
280878641,1589,1677,0,0
280880641,1589,1801,0,0
280882641,1560,1737,0,0
280884641,1697,1649,0,0
280886641,1564,1696,0,0
280888641,1576,1641,0,0
280890641,1538,1754,0,0
280892641,1601,1623,0,0
280894641,1641,1717,0,0
280896641,1552,1665,0,0
280898641,1623,1795,0,0
280900641,1587,1636,0,0
280902641,1562,1590,0,0
280904641,1566,1806,0,0
280906641,1622,1633,0,0
280908641,1531,1679,0,0
280910641,1542,1504,0,0
280912641,1539,1743,0,0
280914641,1577,1753,0,0
280916641,1591,1717,0,0
280918641,1626,1605,0,0
280920641,1642,1705,0,0
280922641,1575,1685,0,0
280924641,1564,1641,0,0
280926641,1556,1742,0,0
280928641,1569,1692,0,0
280930641,1595,1793,0,0
280932641,1521,1732,0,0
280934641,1469,1696,0,0
280936641,1624,1684,0,0
280938641,1534,1739,0,0
280940641,1498,1713,0,0
280942641,1576,1615,0,0
280944641,1591,1771,0,0
280946641,1524,1701,0,0
280948641,1556,1602,0,0
280950641,1692,1661,0,0
280952641,1603,1800,0,0
280954641,1559,1705,0,0
280956641,1526,1793,0,0
280958641,1615,1741,0,0
280960641,1499,1753,0,0
280962641,1589,1712,0,0
280964641,1576,1667,0,0
280966641,1581,1653,0,0
280968641,1549,1730,0,0
280970641,1579,1820,0,0
280972641,1575,1674,0,0
280974641,1638,1695,0,0
280976641,1564,1793,0,0
280978641,1542,1789,0,0
280980641,1581,1655,0,0
280982641,1599,1641,0,0
280984641,1598,1857,0,0
280986641,1423,1790,0,0
280988641,1446,1725,0,0
280990641,1628,1743,0,0
280992641,1593,1693,0,0
280994641,1569,1630,0,0
280996641,1508,1528,0,0
280998641,1565,1653,0,0
281000641,1520,1672,0,0
281002641,1616,1638,0,0
281004641,1542,1716,0,0
281006641,1538,1774,0,0
281008641,1649,1768,0,0
281010641,1591,1613,0,0
281012641,1538,1617,0,0
281014641,1570,1700,0,0
281016641,1577,1797,0,0
281018641,1431,1777,0,0
281020641,1490,1574,0,0
281022641,1652,1768,0,0
281024641,1608,1569,0,0
281026641,1602,1745,0,0
281028641,1593,1641,0,0
281030641,1520,1598,0,0
281032641,1461,1802,0,0
281034641,1512,1615,0,0
281036641,1584,1732,0,0
281038641,1535,1679,0,0
281040641,1575,1683,0,0
281042641,1444,1685,0,0
281044641,1668,1581,0,0
281046641,1589,1753,0,0
281048641,1546,1758,0,0
281050641,1579,1657,0,0
281052641,1578,1743,0,0
281054641,1641,1754,0,0
281056641,1583,1726,0,0
281058641,1569,1722,0,0
281060641,1657,1598,0,0
281062641,1567,1708,0,0
281064641,1484,1677,0,0
281066641,1524,1770,0,0
281068641,1538,1743,0,0
281070641,1501,1789,0,0
281072641,1487,1644,0,0
281074641,1515,1758,0,0
281076641,1569,1640,0,0
281078641,1494,1760,0,0
281080641,1533,1734,0,0
281082641,1547,1798,0,0
281084641,1491,1733,0,0
281086641,1621,1713,0,0
281088641,1555,1787,0,0
281090641,1526,1683,0,0
281092641,1575,1761,0,0
281094641,1552,1705,0,0
281096641,1600,1680,0,0
281098641,1678,1717,0,0
281100641,1531,1655,0,0
281102641,1548,1707,0,0
281104641,1545,1771,0,0
281106641,1537,1653,0,0
281108641,1615,1680,0,0
281110641,1628,1632,0,0
281112641,1645,1705,0,0
281114641,1560,1664,0,0
281116641,1531,1801,0,0
281118641,1496,1761,0,0
281120641,1586,1687,0,0
281122641,1613,1594,0,0
281124641,1552,1666,0,0
281126641,1483,1768,0,0
281128641,1547,1754,0,0
281130641,1484,1753,0,0
281132641,1593,1813,0,0
281134641,1530,1684,0,0
281136641,1464,1743,0,0
281138641,1624,1691,0,0
281140641,1568,1638,0,0
281142641,1589,1632,0,0
281144641,1589,1820,0,0
281146641,1581,1754,0,0
281148641,1473,1563,0,0
