T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
350216555,1512,1700,0,0
350218555,1513,1703,0,0
350220555,1512,1707,0,0
350222555,1509,1706,0,0
350224555,1510,1714,0,0
350226555,1512,1707,0,0
350228555,1512,1704,0,0
350230555,1515,1703,0,0
350232555,1510,1713,0,0
350234555,1512,1701,0,0
350236555,1512,1705,0,0
350238555,1512,1705,0,0
350240555,1516,1704,0,0
350242555,1513,1707,0,0
350244555,1512,1705,0,0
350246555,1512,1707,0,0
350248555,1512,1705,0,0
350250555,1512,1709,0,0
350252555,1512,1707,0,0
350254555,1512,1704,0,0
350256555,1513,1705,0,0
350258555,1512,1703,0,0
350260555,1513,1705,0,0
350262555,1508,1709,0,0
350264555,1512,1704,0,0
350266555,1513,1697,0,0
350268555,1512,1705,0,0
350270555,1514,1699,0,0
350272555,1513,1703,0,0
350274555,1511,1705,0,0
350276555,1512,1702,0,0
350278555,1512,1706,0,0
350280555,1512,1709,0,0
350282555,1512,1709,0,0
350284555,1513,1705,0,0
350286555,1512,1703,0,0
350288555,1510,1703,0,0
350290555,1508,1701,0,0
350292555,1508,1709,0,0
350294555,1520,1705,0,0
350296555,1509,1701,0,0
350298555,1516,1702,0,0
350300555,1512,1709,0,0
350302555,1512,1700,0,0
350304555,1505,1702,0,0
350306555,1507,1709,0,0
350308555,1513,1708,0,0
350310555,1511,1704,0,0
350312555,1508,1709,0,0
350314555,1508,1705,0,0
350316555,1512,1707,0,0
350318555,1512,1702,0,0
350320555,1514,1709,0,0
350322555,1512,1716,0,0
350324555,1511,1704,0,0
350326555,1512,1706,0,0
350328555,1512,1705,0,0
350330555,1513,1704,0,0
350332555,1512,1703,0,0
350334555,1512,1707,0,0
350336555,1512,1700,0,0
350338555,1512,1706,0,0
