T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
64978555,1489,1704,0,0
64980555,1487,1711,0,0
64982555,1488,1705,0,0
64984555,1485,1703,0,0
64986555,1488,1696,0,0
64988555,1486,1707,0,0
64990555,1487,1705,0,0
64992555,1485,1697,0,0
64994555,1485,1710,0,0
64996555,1487,1709,0,0
64998555,1487,1705,0,0
65000555,1487,1706,0,0
65002555,1488,1706,0,0
65004555,1487,1702,0,0
65006555,1478,1706,0,0
65008555,1488,1709,0,0
65010555,1492,1705,0,0
65012555,1487,1706,0,0
65014555,1491,1707,0,0
65016555,1487,1709,0,0
65018555,1487,1697,0,0
65020555,1485,1703,0,0
65022555,1487,1710,0,0
65024555,1487,1709,0,0
65026555,1484,1710,0,0
65028555,1487,1709,0,0
65030555,1483,1707,0,0
65032555,1483,1706,0,0
65034555,1480,1701,0,0
65036555,1482,1696,0,0
65038555,1484,1700,0,0
65040555,1487,1701,0,0
65042555,1485,1700,0,0
65044555,1487,1705,0,0
65046555,1482,1713,0,0
65048555,1487,1705,0,0
65050555,1482,1703,0,0
65052555,1487,1707,0,0
65054555,1487,1701,0,0
65056555,1484,1705,0,0
65058555,1482,1710,0,0
65060555,1487,1705,0,0
65062555,1487,1703,0,0
65064555,1482,1705,0,0
65066555,1486,1703,0,0
65068555,1486,1705,0,0
65070555,1486,1703,0,0
65072555,1486,1701,0,0
65074555,1486,1707,0,0
65076555,1488,1702,0,0
65078555,1487,1704,0,0
65080555,1487,1705,0,0
65082555,1487,1707,0,0
65084555,1487,1709,0,0
65086555,1491,1701,0,0
65088555,1492,1709,0,0
65090555,1487,1702,0,0
65092555,1495,1702,0,0
65094555,1484,1702,0,0
65096555,1489,1700,0,0
65098555,1495,1704,0,0
65100555,1487,1701,0,0
65102555,1487,1707,0,0
65104555,1488,1705,0,0
65106555,1489,1713,0,0
65108555,1488,1699,0,0
65110555,1486,1705,0,0
65112555,1489,1701,0,0
65114555,1487,1703,0,0
65116555,1487,1703,0,0
65118555,1489,1705,0,0
65120555,1485,1705,0,0
65122555,1487,1704,0,0
65124555,1491,1701,0,0
65126555,1487,1703,0,0
65128555,1486,1706,0,0
65130555,1492,1702,0,0
65132555,1489,1710,0,0
65134555,1495,1703,0,0
65136555,1488,1705,0,0
65138555,1484,1704,0,0
65140555,1487,1707,0,0
65142555,1488,1702,0,0
65144555,1494,1705,0,0
65146555,1488,1696,0,0
65148555,1486,1702,0,0
65150555,1488,1701,0,0
65152555,1492,1710,0,0
65154555,1492,1705,0,0
65156555,1492,1709,0,0
65158555,1487,1709,0,0
65160555,1488,1709,0,0
65162555,1492,1693,0,0
65164555,1491,1705,0,0
65166555,1489,1709,0,0
65168555,1487,1704,0,0
65170555,1489,1703,0,0
65172555,1488,1705,0,0
65174555,1496,1709,0,0
65176555,1487,1707,0,0
65178555,1494,1703,0,0
65180555,1491,1705,0,0
65182555,1492,1701,0,0
65184555,1487,1705,0,0
65186555,1492,1706,0,0
65188555,1492,1709,0,0
65190555,1492,1701,0,0
65192555,1491,1701,0,0
65194555,1489,1706,0,0
65196555,1488,1697,0,0
65198555,1494,1707,0,0
65200555,1491,1712,0,0
65202555,1492,1712,0,0
65204555,1492,1706,0,0
65206555,1488,1704,0,0
65208555,1491,1701,0,0
65210555,1488,1702,0,0
65212555,1488,1697,0,0
65214555,1492,1706,0,0
65216555,1489,1707,0,0
65218555,1492,1702,0,0
65220555,1500,1710,0,0
65222555,1489,1705,0,0
65224555,1487,1705,0,0
65226555,1492,1706,0,0
65228555,1488,1713,0,0
65230555,1488,1701,0,0
65232555,1489,1701,0,0
65234555,1488,1699,0,0
65236555,1489,1710,0,0
65238555,1489,1701,0,0
65240555,1489,1705,0,0
65242555,1492,1710,0,0
65244555,1494,1705,0,0
65246555,1493,1706,0,0
65248555,1492,1707,0,0
65250555,1492,1705,0,0
65252555,1495,1709,0,0
65254555,1488,1706,0,0
65256555,1494,1705,0,0
65258555,1489,1706,0,0
65260555,1489,1706,0,0
65262555,1485,1704,0,0
65264555,1487,1706,0,0
65266555,1492,1705,0,0
65268555,1488,1705,0,0
65270555,1488,1706,0,0
65272555,1487,1704,0,0
65274555,1489,1707,0,0
65276555,1488,1708,0,0
65278555,1491,1702,0,0
65280555,1487,1707,0,0
65282555,1487,1707,0,0
65284555,1489,1699,0,0
65286555,1487,1707,0,0
65288555,1494,1701,0,0
65290555,1492,1697,0,0
65292555,1492,1709,0,0
65294555,1489,1710,0,0
65296555,1492,1709,0,0
65298555,1495,1707,0,0
65300555,1485,1701,0,0
65302555,1486,1708,0,0
65304555,1488,1702,0,0
65306555,1499,1701,0,0
65308555,1500,1703,0,0
65310555,1491,1705,0,0
65312555,1489,1699,0,0
65314555,1491,1700,0,0
65316555,1491,1701,0,0
65318555,1487,1705,0,0
65320555,1487,1707,0,0
65322555,1487,1713,0,0
65324555,1492,1705,0,0
65326555,1492,1705,0,0
65328555,1494,1701,0,0
65330555,1491,1712,0,0
65332555,1493,1704,0,0
65334555,1496,1707,0,0
65336555,1499,1700,0,0
65338555,1492,1703,0,0
65340555,1488,1710,0,0
65342555,1488,1709,0,0
65344555,1491,1707,0,0
65346555,1496,1701,0,0
65348555,1487,1703,0,0
65350555,1487,1709,0,0
65352555,1489,1709,0,0
65354555,1487,1709,0,0
65356555,1491,1709,0,0
65358555,1489,1700,0,0
