frame,rank,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,method,area,circularity,fill_ratio,brightness,motion,template_score
17,0,210.0,321.0,55.0,155.0,266.0,265.0,376.0,0.6385557263786894,hough,9503.317777109125,1.0,0.78,147.8798142872217,18.58531180753403,0.0
17,1,149.0,307.0,62.0,87.0,245.0,211.0,369.0,0.5860460794577618,hough,12076.282160399165,1.0,0.78,169.53187961197247,12.85241688085565,0.0
17,2,323.0,326.0,76.0,247.0,250.0,399.0,402.0,0.5021745455683044,hough,18145.839167134644,1.0,0.78,158.44921379310344,21.244799999999998,0.0
17,3,317.0,136.0,79.0,238.0,57.0,396.0,215.0,0.46525911665766667,hough,19606.6797510539,1.0,0.78,160.26526025438014,16.896051488992185,0.0
18,0,209.0,320.0,57.0,152.0,263.0,266.0,377.0,0.6243906126793592,hough,10207.034531513238,1.0,0.78,147.1678280498577,18.974187849641773,0.0
18,1,312.0,311.0,62.0,250.0,249.0,374.0,373.0,0.6207655731751558,hough,12076.282160399165,1.0,0.78,168.53262581875467,22.3721913605837,0.0
18,2,137.0,321.0,66.0,71.0,255.0,203.0,387.0,0.5597171457365064,hough,13684.77759903714,1.0,0.78,155.24515468441453,17.52665837782491,0.0
18,3,312.0,131.0,84.0,228.0,47.0,396.0,215.0,0.42077181352070614,hough,22167.077763729583,1.0,0.78,152.15628247413363,17.103013599602402,0.0
19,0,316.0,310.0,60.0,256.0,250.0,376.0,370.0,0.6375607307083825,hough,11309.733552923255,1.0,0.78,175.11683940118698,21.149437505536362,0.0
19,1,207.0,322.0,58.0,149.0,264.0,265.0,380.0,0.618001191547126,hough,10568.317686676064,1.0,0.78,146.62868239083073,19.40134507909444,0.0
19,2,303.0,161.0,63.0,240.0,98.0,366.0,224.0,0.582386103972182,hough,12468.981242097889,1.0,0.78,175.84919296555046,12.21488797880029,0.0
19,3,142.0,319.0,64.0,78.0,255.0,206.0,383.0,0.5750581741648051,hough,12867.963509103793,1.0,0.78,162.67844083093442,15.694157006146424,0.0
20,0,214.0,321.0,58.0,156.0,263.0,272.0,379.0,0.6199984608062552,hough,10568.317686676064,1.0,0.78,141.76915790470778,21.204414132802878,0.0
20,1,152.0,329.0,74.0,78.0,255.0,226.0,403.0,0.49218169815318286,hough,17203.36137105771,1.0,0.78,153.79567265747687,15.816553248415053,0.0
20,2,324.0,325.0,78.0,246.0,247.0,402.0,403.0,0.4871501389422936,hough,19113.4497044403,1.0,0.78,157.89900047098226,21.362237689047046,0.0
20,3,317.0,136.0,79.0,238.0,57.0,396.0,215.0,0.4649078503657896,hough,19606.6797510539,1.0,0.78,160.38897686060173,16.770036267048066,0.0
21,0,215.0,323.0,55.0,160.0,268.0,270.0,378.0,0.6408920664755597,hough,9503.317777109125,1.0,0.78,142.84414899229714,20.52484963596075,0.0
21,1,312.0,311.0,62.0,250.0,249.0,374.0,373.0,0.6204437877575646,hough,12076.282160399165,1.0,0.78,168.55293922560318,22.281071221291768,0.0
21,2,149.0,326.0,70.0,79.0,256.0,219.0,396.0,0.5257085600890745,hough,15393.804002589986,1.0,0.78,157.21908540948417,15.901840889871854,0.0
21,3,315.0,140.0,76.0,239.0,64.0,391.0,216.0,0.4885020587528887,hough,18145.839167134644,1.0,0.78,164.11006896551723,16.118841379310343,0.0
22,0,172.0,293.0,54.0,118.0,239.0,226.0,347.0,0.6348382797763026,hough,9160.884177867836,1.0,0.78,160.05751776927283,12.420229633679606,0.0
22,1,328.0,331.0,71.0,257.0,260.0,399.0,402.0,0.5360970182242817,hough,15836.768566746148,1.0,0.78,160.54398279896287,19.792891924366025,0.0
22,2,333.0,161.0,84.0,249.0,77.0,417.0,245.0,0.4236553183661902,hough,22167.077763729583,1.0,0.78,170.8694257443636,12.979623187096191,0.0
23,0,215.0,323.0,55.0,160.0,268.0,270.0,378.0,0.6408886888450942,hough,9503.317777109125,1.0,0.78,142.80922232774086,20.533080088635646,0.0
23,1,144.0,307.0,59.0,85.0,248.0,203.0,366.0,0.6078301325652182,hough,10935.88402714607,1.0,0.78,171.3487583615871,12.21634747548795,0.0
23,2,342.0,319.0,83.0,259.0,236.0,425.0,402.0,0.44943796130797686,hough,21642.431790580085,1.0,0.78,163.95968375791762,19.671413380184013,0.0
23,3,324.0,159.0,84.0,240.0,75.0,408.0,243.0,0.427638126620744,hough,22167.077763729583,1.0,0.78,170.20408439886143,14.215650838115032,0.0
23,4,286.0,251.0,84.0,202.0,167.0,370.0,335.0,0.4147251121175135,hough,22167.077763729583,1.0,0.78,150.29995933673698,15.975873130619435,0.0
24,0,214.0,323.0,55.0,159.0,268.0,269.0,378.0,0.6398783169850493,hough,9503.317777109125,1.0,0.78,143.51577503429357,20.078927930779784,0.0
24,1,153.0,305.0,62.0,91.0,243.0,215.0,367.0,0.5836416557033499,hough,12076.282160399165,1.0,0.78,169.09319293590912,12.325926540087886,0.0
24,2,324.0,325.0,78.0,246.0,247.0,402.0,403.0,0.486654469875567,hough,19113.4497044403,1.0,0.78,157.80155947459312,21.2555340415511,0.0
24,3,263.0,185.0,82.0,181.0,103.0,345.0,267.0,0.3906617626948457,hough,21124.069002737768,1.0,0.78,118.07956968864035,14.002511729301927,0.0
25,0,210.0,321.0,55.0,155.0,266.0,265.0,376.0,0.6375503899294532,hough,9503.317777109125,1.0,0.78,147.69589532552496,18.365305476416587,0.0
